"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"gbif",-83.0326,24.68495,22.1,"Dactylopterus volitans"
"gbif",-83.01446,24.6977,25.5,"Dactylopterus volitans"
"gbif",-83.09311,24.66895,26.4,"Dactylopterus volitans"
"gbif",-83.09585,24.66305,21.5,"Dactylopterus volitans"
"gbif",-83.09575,24.66322,19.4,"Dactylopterus volitans"
"gbif",-82.98568,24.72071,18.5,"Dactylopterus volitans"
"gbif",-83.00241,24.65111,29.2,"Dactylopterus volitans"
"gbif",-83.01354,24.68603,21.8,"Dactylopterus volitans"
"gbif",-82.98482,24.7081,19.5,"Dactylopterus volitans"
"gbif",-82.99008,24.66113,26.5,"Dactylopterus volitans"
"gbif",-82.99685,24.68494,22.1,"Dactylopterus volitans"
"gbif",-82.84185,24.71839,10.4,"Dactylopterus volitans"
"gbif",-82.90735,24.58754,10.6,"Dactylopterus volitans"
"gbif",-82.86662,24.61675,14.5,"Dactylopterus volitans"
"gbif",-82.82665,24.67706,11.5,"Dactylopterus volitans"
"gbif",-82.93205,24.63887,7.9,"Dactylopterus volitans"
"gbif",-82.88388,24.71119,13.7,"Dactylopterus volitans"
"gbif",-82.90627,24.68389,8.5,"Dactylopterus volitans"
"gbif",-83.07493,24.64544,15.9,"Dactylopterus volitans"
"gbif",-82.9903,24.6651,28.2,"Dactylopterus volitans"
"gbif",-83.03263,24.68483,22.4,"Dactylopterus volitans"
"gbif",-83.01459,24.69763,26.7,"Dactylopterus volitans"
"gbif",-83.09313,24.66891,25.5,"Dactylopterus volitans"
"obis",-65.80601556,44.97985204,NA,"Dactylopterus volitans"
"obis",-42,-23,NA,"Dactylopterus volitans"
"obis",-44.2,-23.43333333,NA,"Dactylopterus volitans"
"obis",-25,16.885,NA,"Dactylopterus volitans"
"obis",-65.4684,43.494,NA,"Dactylopterus volitans"
"obis",-79.848611111,15.7939722,15,"Dactylopterus volitans"
"obis",-42.16666667,-22.95,NA,"Dactylopterus volitans"
"obis",-48.5,-27.5,NA,"Dactylopterus volitans"
"obis",-49.06666667,2.95,NA,"Dactylopterus volitans"
"obis",-33.81666667,-3.85,NA,"Dactylopterus volitans"
"obis",-91.57,18.708,NA,"Dactylopterus volitans"
